[23:18:38.139] [LastEpoch_Hud] List of skins, count = 3267
[23:18:38.142] [LastEpoch_Hud] Index = 0, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = All
[23:18:38.331] [LastEpoch_Hud] Index = 1710, Unique Name = Corsair Boarding Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.331] [LastEpoch_Hud] Index = 1711, Unique Name = Corsair Boarding Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.332] [LastEpoch_Hud] Index = 1712, Unique Name = Corsair Boarding Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.332] [LastEpoch_Hud] Index = 1713, Unique Name = Corsair Boarding Shield, Type = SHIELD, Classe Req = Sentinel
[23:18:38.332] [LastEpoch_Hud] Index = 1714, Unique Name = Flight of the First, Type = BOW, Classe Req = All
[23:18:38.332] [LastEpoch_Hud] Index = 1715, Unique Name = Flight of the First, Type = BOW, Classe Req = Acolyte
[23:18:38.332] [LastEpoch_Hud] Index = 1716, Unique Name = Flight of the First, Type = BOW, Classe Req = Mage
[23:18:38.332] [LastEpoch_Hud] Index = 1717, Unique Name = Flight of the First, Type = BOW, Classe Req = Primalist
[23:18:38.332] [LastEpoch_Hud] Index = 1718, Unique Name = Flight of the First, Type = BOW, Classe Req = Rogue
[23:18:38.333] [LastEpoch_Hud] Index = 1719, Unique Name = Flight of the First, Type = BOW, Classe Req = Sentinel
[23:18:38.333] [LastEpoch_Hud] Index = 1720, Unique Name = Smoke Weaver, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.333] [LastEpoch_Hud] Index = 1721, Unique Name = Smoke Weaver, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.333] [LastEpoch_Hud] Index = 1722, Unique Name = Smoke Weaver, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.333] [LastEpoch_Hud] Index = 1723, Unique Name = Smoke Weaver, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.333] [LastEpoch_Hud] Index = 1724, Unique Name = Smoke Weaver, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.333] [LastEpoch_Hud] Index = 1725, Unique Name = Smoke Weaver, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.333] [LastEpoch_Hud] Index = 1726, Unique Name = Fulgurite Shard, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.333] [LastEpoch_Hud] Index = 1727, Unique Name = Fulgurite Shard, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.334] [LastEpoch_Hud] Index = 1728, Unique Name = Fulgurite Shard, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.334] [LastEpoch_Hud] Index = 1729, Unique Name = Fulgurite Shard, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.334] [LastEpoch_Hud] Index = 1730, Unique Name = Fulgurite Shard, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.334] [LastEpoch_Hud] Index = 1731, Unique Name = Fulgurite Shard, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.334] [LastEpoch_Hud] Index = 1732, Unique Name = Gladiator Oath, Type = ONE_HANDED_SWORD, Classe Req = All
[23:18:38.334] [LastEpoch_Hud] Index = 1733, Unique Name = Gladiator Oath, Type = ONE_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.334] [LastEpoch_Hud] Index = 1734, Unique Name = Gladiator Oath, Type = ONE_HANDED_SWORD, Classe Req = Mage
[23:18:38.335] [LastEpoch_Hud] Index = 1735, Unique Name = Gladiator Oath, Type = ONE_HANDED_SWORD, Classe Req = Primalist
[23:18:38.335] [LastEpoch_Hud] Index = 1736, Unique Name = Gladiator Oath, Type = ONE_HANDED_SWORD, Classe Req = Rogue
[23:18:38.335] [LastEpoch_Hud] Index = 1737, Unique Name = Gladiator Oath, Type = ONE_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.335] [LastEpoch_Hud] Index = 1738, Unique Name = Battlemage Endeavour, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.335] [LastEpoch_Hud] Index = 1739, Unique Name = Battlemage Endeavour, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.335] [LastEpoch_Hud] Index = 1740, Unique Name = Battlemage Endeavour, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.335] [LastEpoch_Hud] Index = 1741, Unique Name = Battlemage Endeavour, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.335] [LastEpoch_Hud] Index = 1742, Unique Name = Battlemage Endeavour, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.336] [LastEpoch_Hud] Index = 1743, Unique Name = Battlemage Endeavour, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.336] [LastEpoch_Hud] Index = 1744, Unique Name = Uethrin Stand, Type = BOW, Classe Req = All
[23:18:38.336] [LastEpoch_Hud] Index = 1745, Unique Name = Uethrin Stand, Type = BOW, Classe Req = Acolyte
[23:18:38.336] [LastEpoch_Hud] Index = 1746, Unique Name = Uethrin Stand, Type = BOW, Classe Req = Mage
[23:18:38.336] [LastEpoch_Hud] Index = 1747, Unique Name = Uethrin Stand, Type = BOW, Classe Req = Primalist
[23:18:38.336] [LastEpoch_Hud] Index = 1748, Unique Name = Uethrin Stand, Type = BOW, Classe Req = Rogue
[23:18:38.336] [LastEpoch_Hud] Index = 1749, Unique Name = Uethrin Stand, Type = BOW, Classe Req = Sentinel
[23:18:38.336] [LastEpoch_Hud] Index = 1750, Unique Name = Hakars Phoenix, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.337] [LastEpoch_Hud] Index = 1751, Unique Name = Hakars Phoenix, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.337] [LastEpoch_Hud] Index = 1752, Unique Name = Hakars Phoenix, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.337] [LastEpoch_Hud] Index = 1753, Unique Name = Hakars Phoenix, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.337] [LastEpoch_Hud] Index = 1754, Unique Name = Hakars Phoenix, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.337] [LastEpoch_Hud] Index = 1755, Unique Name = Hakars Phoenix, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.337] [LastEpoch_Hud] Index = 1756, Unique Name = Ferebors Chisel, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.338] [LastEpoch_Hud] Index = 1757, Unique Name = Ferebors Chisel, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.338] [LastEpoch_Hud] Index = 1758, Unique Name = Ferebors Chisel, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.338] [LastEpoch_Hud] Index = 1759, Unique Name = Ferebors Chisel, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.338] [LastEpoch_Hud] Index = 1760, Unique Name = Ferebors Chisel, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.338] [LastEpoch_Hud] Index = 1761, Unique Name = Ferebors Chisel, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.338] [LastEpoch_Hud] Index = 1762, Unique Name = Hazelroot, Type = ONE_HANDED_SCEPTRE, Classe Req = All
[23:18:38.338] [LastEpoch_Hud] Index = 1763, Unique Name = Hazelroot, Type = ONE_HANDED_SCEPTRE, Classe Req = Acolyte
[23:18:38.339] [LastEpoch_Hud] Index = 1764, Unique Name = Hazelroot, Type = ONE_HANDED_SCEPTRE, Classe Req = Mage
[23:18:38.339] [LastEpoch_Hud] Index = 1765, Unique Name = Hazelroot, Type = ONE_HANDED_SCEPTRE, Classe Req = Primalist
[23:18:38.339] [LastEpoch_Hud] Index = 1766, Unique Name = Hazelroot, Type = ONE_HANDED_SCEPTRE, Classe Req = Rogue
[23:18:38.339] [LastEpoch_Hud] Index = 1767, Unique Name = Hazelroot, Type = ONE_HANDED_SCEPTRE, Classe Req = Sentinel
[23:18:38.339] [LastEpoch_Hud] Index = 1768, Unique Name = Longshot, Type = BOW, Classe Req = All
[23:18:38.339] [LastEpoch_Hud] Index = 1769, Unique Name = Longshot, Type = BOW, Classe Req = Acolyte
[23:18:38.340] [LastEpoch_Hud] Index = 1770, Unique Name = Longshot, Type = BOW, Classe Req = Mage
[23:18:38.340] [LastEpoch_Hud] Index = 1771, Unique Name = Longshot, Type = BOW, Classe Req = Primalist
[23:18:38.340] [LastEpoch_Hud] Index = 1772, Unique Name = Longshot, Type = BOW, Classe Req = Rogue
[23:18:38.340] [LastEpoch_Hud] Index = 1773, Unique Name = Longshot, Type = BOW, Classe Req = Sentinel
[23:18:38.340] [LastEpoch_Hud] Index = 1774, Unique Name = Shadow String, Type = BOW, Classe Req = All
[23:18:38.340] [LastEpoch_Hud] Index = 1775, Unique Name = Shadow String, Type = BOW, Classe Req = Acolyte
[23:18:38.340] [LastEpoch_Hud] Index = 1776, Unique Name = Shadow String, Type = BOW, Classe Req = Mage
[23:18:38.341] [LastEpoch_Hud] Index = 1777, Unique Name = Shadow String, Type = BOW, Classe Req = Primalist
[23:18:38.341] [LastEpoch_Hud] Index = 1778, Unique Name = Shadow String, Type = BOW, Classe Req = Rogue
[23:18:38.341] [LastEpoch_Hud] Index = 1779, Unique Name = Shadow String, Type = BOW, Classe Req = Sentinel
[23:18:38.341] [LastEpoch_Hud] Index = 1780, Unique Name = Renegades Will, Type = ONE_HANDED_MACES, Classe Req = All
[23:18:38.341] [LastEpoch_Hud] Index = 1781, Unique Name = Renegades Will, Type = ONE_HANDED_MACES, Classe Req = Acolyte
[23:18:38.341] [LastEpoch_Hud] Index = 1782, Unique Name = Renegades Will, Type = ONE_HANDED_MACES, Classe Req = Mage
[23:18:38.342] [LastEpoch_Hud] Index = 1783, Unique Name = Renegades Will, Type = ONE_HANDED_MACES, Classe Req = Primalist
[23:18:38.342] [LastEpoch_Hud] Index = 1784, Unique Name = Renegades Will, Type = ONE_HANDED_MACES, Classe Req = Rogue
[23:18:38.342] [LastEpoch_Hud] Index = 1785, Unique Name = Renegades Will, Type = ONE_HANDED_MACES, Classe Req = Sentinel
[23:18:38.342] [LastEpoch_Hud] Index = 1786, Unique Name = Beast King, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.342] [LastEpoch_Hud] Index = 1787, Unique Name = Beast King, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.342] [LastEpoch_Hud] Index = 1788, Unique Name = Beast King, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.342] [LastEpoch_Hud] Index = 1789, Unique Name = Beast King, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.342] [LastEpoch_Hud] Index = 1790, Unique Name = Beast King, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.342] [LastEpoch_Hud] Index = 1791, Unique Name = Beast King, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.342] [LastEpoch_Hud] Index = 1792, Unique Name = Taste of Blood, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.342] [LastEpoch_Hud] Index = 1793, Unique Name = Taste of Blood, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.343] [LastEpoch_Hud] Index = 1794, Unique Name = Taste of Blood, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.343] [LastEpoch_Hud] Index = 1795, Unique Name = Taste of Blood, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.343] [LastEpoch_Hud] Index = 1796, Unique Name = Taste of Blood, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.343] [LastEpoch_Hud] Index = 1797, Unique Name = Taste of Blood, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.343] [LastEpoch_Hud] Index = 1798, Unique Name = Humming Bee, Type = ONE_HANDED_SWORD, Classe Req = All
[23:18:38.343] [LastEpoch_Hud] Index = 1799, Unique Name = Humming Bee, Type = ONE_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.343] [LastEpoch_Hud] Index = 1800, Unique Name = Humming Bee, Type = ONE_HANDED_SWORD, Classe Req = Mage
[23:18:38.343] [LastEpoch_Hud] Index = 1801, Unique Name = Humming Bee, Type = ONE_HANDED_SWORD, Classe Req = Primalist
[23:18:38.343] [LastEpoch_Hud] Index = 1802, Unique Name = Humming Bee, Type = ONE_HANDED_SWORD, Classe Req = Rogue
[23:18:38.343] [LastEpoch_Hud] Index = 1803, Unique Name = Humming Bee, Type = ONE_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.343] [LastEpoch_Hud] Index = 1804, Unique Name = Sunforged Hammer, Type = TWO_HANDED_MACE, Classe Req = All
[23:18:38.344] [LastEpoch_Hud] Index = 1805, Unique Name = Sunforged Hammer, Type = TWO_HANDED_MACE, Classe Req = Acolyte
[23:18:38.344] [LastEpoch_Hud] Index = 1806, Unique Name = Sunforged Hammer, Type = TWO_HANDED_MACE, Classe Req = Mage
[23:18:38.344] [LastEpoch_Hud] Index = 1807, Unique Name = Sunforged Hammer, Type = TWO_HANDED_MACE, Classe Req = Primalist
[23:18:38.344] [LastEpoch_Hud] Index = 1808, Unique Name = Sunforged Hammer, Type = TWO_HANDED_MACE, Classe Req = Rogue
[23:18:38.344] [LastEpoch_Hud] Index = 1809, Unique Name = Sunforged Hammer, Type = TWO_HANDED_MACE, Classe Req = Sentinel
[23:18:38.344] [LastEpoch_Hud] Index = 1810, Unique Name = Draalsting, Type = TWO_HANDED_SPEAR, Classe Req = All
[23:18:38.344] [LastEpoch_Hud] Index = 1811, Unique Name = Draalsting, Type = TWO_HANDED_SPEAR, Classe Req = Acolyte
[23:18:38.344] [LastEpoch_Hud] Index = 1812, Unique Name = Draalsting, Type = TWO_HANDED_SPEAR, Classe Req = Mage
[23:18:38.344] [LastEpoch_Hud] Index = 1813, Unique Name = Draalsting, Type = TWO_HANDED_SPEAR, Classe Req = Primalist
[23:18:38.344] [LastEpoch_Hud] Index = 1814, Unique Name = Draalsting, Type = TWO_HANDED_SPEAR, Classe Req = Rogue
[23:18:38.344] [LastEpoch_Hud] Index = 1815, Unique Name = Draalsting, Type = TWO_HANDED_SPEAR, Classe Req = Sentinel
[23:18:38.344] [LastEpoch_Hud] Index = 1816, Unique Name = The Monolith, Type = SHIELD, Classe Req = All
[23:18:38.345] [LastEpoch_Hud] Index = 1817, Unique Name = The Monolith, Type = SHIELD, Classe Req = Acolyte
[23:18:38.345] [LastEpoch_Hud] Index = 1818, Unique Name = The Monolith, Type = SHIELD, Classe Req = Mage
[23:18:38.345] [LastEpoch_Hud] Index = 1819, Unique Name = The Monolith, Type = SHIELD, Classe Req = Primalist
[23:18:38.345] [LastEpoch_Hud] Index = 1820, Unique Name = The Monolith, Type = SHIELD, Classe Req = Rogue
[23:18:38.345] [LastEpoch_Hud] Index = 1821, Unique Name = The Monolith, Type = SHIELD, Classe Req = Sentinel
[23:18:38.345] [LastEpoch_Hud] Index = 1822, Unique Name = Soul Bastion, Type = SHIELD, Classe Req = All
[23:18:38.345] [LastEpoch_Hud] Index = 1823, Unique Name = Soul Bastion, Type = SHIELD, Classe Req = Acolyte
[23:18:38.345] [LastEpoch_Hud] Index = 1824, Unique Name = Soul Bastion, Type = SHIELD, Classe Req = Mage
[23:18:38.345] [LastEpoch_Hud] Index = 1825, Unique Name = Soul Bastion, Type = SHIELD, Classe Req = Primalist
[23:18:38.345] [LastEpoch_Hud] Index = 1826, Unique Name = Soul Bastion, Type = SHIELD, Classe Req = Rogue
[23:18:38.345] [LastEpoch_Hud] Index = 1827, Unique Name = Soul Bastion, Type = SHIELD, Classe Req = Sentinel
[23:18:38.345] [LastEpoch_Hud] Index = 1828, Unique Name = Rahyehs Light, Type = SHIELD, Classe Req = All
[23:18:38.345] [LastEpoch_Hud] Index = 1829, Unique Name = Rahyehs Light, Type = SHIELD, Classe Req = Acolyte
[23:18:38.346] [LastEpoch_Hud] Index = 1830, Unique Name = Rahyehs Light, Type = SHIELD, Classe Req = Mage
[23:18:38.346] [LastEpoch_Hud] Index = 1831, Unique Name = Rahyehs Light, Type = SHIELD, Classe Req = Primalist
[23:18:38.346] [LastEpoch_Hud] Index = 1832, Unique Name = Rahyehs Light, Type = SHIELD, Classe Req = Rogue
[23:18:38.346] [LastEpoch_Hud] Index = 1833, Unique Name = Rahyehs Light, Type = SHIELD, Classe Req = Sentinel
[23:18:38.346] [LastEpoch_Hud] Index = 1834, Unique Name = The Last Laugh, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.346] [LastEpoch_Hud] Index = 1835, Unique Name = The Last Laugh, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.346] [LastEpoch_Hud] Index = 1836, Unique Name = The Last Laugh, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.346] [LastEpoch_Hud] Index = 1837, Unique Name = The Last Laugh, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.346] [LastEpoch_Hud] Index = 1838, Unique Name = The Last Laugh, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.346] [LastEpoch_Hud] Index = 1839, Unique Name = The Last Laugh, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.346] [LastEpoch_Hud] Index = 1840, Unique Name = Symbol of Demise, Type = CATALYST, Classe Req = All
[23:18:38.346] [LastEpoch_Hud] Index = 1841, Unique Name = Symbol of Demise, Type = CATALYST, Classe Req = Acolyte
[23:18:38.347] [LastEpoch_Hud] Index = 1842, Unique Name = Symbol of Demise, Type = CATALYST, Classe Req = Mage
[23:18:38.357] [LastEpoch_Hud] Index = 1843, Unique Name = Symbol of Demise, Type = CATALYST, Classe Req = Primalist
[23:18:38.357] [LastEpoch_Hud] Index = 1844, Unique Name = Symbol of Demise, Type = CATALYST, Classe Req = Rogue
[23:18:38.357] [LastEpoch_Hud] Index = 1845, Unique Name = Symbol of Demise, Type = CATALYST, Classe Req = Sentinel
[23:18:38.357] [LastEpoch_Hud] Index = 1846, Unique Name = Droughts Release, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.357] [LastEpoch_Hud] Index = 1847, Unique Name = Droughts Release, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.357] [LastEpoch_Hud] Index = 1848, Unique Name = Droughts Release, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.358] [LastEpoch_Hud] Index = 1849, Unique Name = Droughts Release, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.358] [LastEpoch_Hud] Index = 1850, Unique Name = Droughts Release, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.358] [LastEpoch_Hud] Index = 1851, Unique Name = Droughts Release, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.358] [LastEpoch_Hud] Index = 1852, Unique Name = Thornshell, Type = SHIELD, Classe Req = All
[23:18:38.358] [LastEpoch_Hud] Index = 1853, Unique Name = Thornshell, Type = SHIELD, Classe Req = Acolyte
[23:18:38.358] [LastEpoch_Hud] Index = 1854, Unique Name = Thornshell, Type = SHIELD, Classe Req = Mage
[23:18:38.358] [LastEpoch_Hud] Index = 1855, Unique Name = Thornshell, Type = SHIELD, Classe Req = Primalist
[23:18:38.358] [LastEpoch_Hud] Index = 1856, Unique Name = Thornshell, Type = SHIELD, Classe Req = Rogue
[23:18:38.359] [LastEpoch_Hud] Index = 1857, Unique Name = Thornshell, Type = SHIELD, Classe Req = Sentinel
[23:18:38.359] [LastEpoch_Hud] Index = 1858, Unique Name = Chronicle of the Damned, Type = CATALYST, Classe Req = All
[23:18:38.359] [LastEpoch_Hud] Index = 1859, Unique Name = Chronicle of the Damned, Type = CATALYST, Classe Req = Acolyte
[23:18:38.359] [LastEpoch_Hud] Index = 1860, Unique Name = Chronicle of the Damned, Type = CATALYST, Classe Req = Mage
[23:18:38.359] [LastEpoch_Hud] Index = 1861, Unique Name = Chronicle of the Damned, Type = CATALYST, Classe Req = Primalist
[23:18:38.359] [LastEpoch_Hud] Index = 1862, Unique Name = Chronicle of the Damned, Type = CATALYST, Classe Req = Rogue
[23:18:38.359] [LastEpoch_Hud] Index = 1863, Unique Name = Chronicle of the Damned, Type = CATALYST, Classe Req = Sentinel
[23:18:38.360] [LastEpoch_Hud] Index = 1864, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Sentinel
[23:18:38.360] [LastEpoch_Hud] Index = 1865, Base Name = Mercenary Armor, Type = BODY_ARMOR, Classe Req = Sentinel
[23:18:38.360] [LastEpoch_Hud] Index = 1866, Base Name = Hide Boots, Type = BOOTS, Classe Req = Sentinel
[23:18:38.360] [LastEpoch_Hud] Index = 1867, Base Name = Hide Gloves, Type = GLOVES, Classe Req = Sentinel
[23:18:38.360] [LastEpoch_Hud] Index = 1868, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.360] [LastEpoch_Hud] Index = 1869, Base Name = Mercenary Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.360] [LastEpoch_Hud] Index = 1870, Base Name = Hide Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.360] [LastEpoch_Hud] Index = 1871, Base Name = Hide Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.360] [LastEpoch_Hud] Index = 1872, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.360] [LastEpoch_Hud] Index = 1873, Base Name = Mercenary Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.360] [LastEpoch_Hud] Index = 1874, Base Name = Hide Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.361] [LastEpoch_Hud] Index = 1875, Base Name = Hide Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.361] [LastEpoch_Hud] Index = 1876, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.361] [LastEpoch_Hud] Index = 1877, Base Name = Mercenary Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.361] [LastEpoch_Hud] Index = 1878, Base Name = Hide Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.361] [LastEpoch_Hud] Index = 1879, Base Name = Hide Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.361] [LastEpoch_Hud] Index = 1880, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.361] [LastEpoch_Hud] Index = 1881, Base Name = Mercenary Armor, Type = BODY_ARMOR, Classe Req = Unknow
[23:18:38.361] [LastEpoch_Hud] Index = 1882, Base Name = Hide Boots, Type = BOOTS, Classe Req = Unknow
[23:18:38.361] [LastEpoch_Hud] Index = 1883, Base Name = Hide Gloves, Type = GLOVES, Classe Req = Unknow
[23:18:38.361] [LastEpoch_Hud] Index = 1884, Unique Name = Apogee of Frozen Light, Type = ONE_HANDED_SWORD, Classe Req = All
[23:18:38.361] [LastEpoch_Hud] Index = 1885, Unique Name = Apogee of Frozen Light, Type = ONE_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.362] [LastEpoch_Hud] Index = 1886, Unique Name = Apogee of Frozen Light, Type = ONE_HANDED_SWORD, Classe Req = Mage
[23:18:38.362] [LastEpoch_Hud] Index = 1887, Unique Name = Apogee of Frozen Light, Type = ONE_HANDED_SWORD, Classe Req = Primalist
[23:18:38.362] [LastEpoch_Hud] Index = 1888, Unique Name = Apogee of Frozen Light, Type = ONE_HANDED_SWORD, Classe Req = Rogue
[23:18:38.362] [LastEpoch_Hud] Index = 1889, Unique Name = Apogee of Frozen Light, Type = ONE_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.362] [LastEpoch_Hud] Index = 1890, Unique Name = Branch of Hallows, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.363] [LastEpoch_Hud] Index = 1891, Unique Name = Branch of Hallows, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.363] [LastEpoch_Hud] Index = 1892, Unique Name = Branch of Hallows, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.363] [LastEpoch_Hud] Index = 1893, Unique Name = Branch of Hallows, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.363] [LastEpoch_Hud] Index = 1894, Unique Name = Branch of Hallows, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.363] [LastEpoch_Hud] Index = 1895, Unique Name = Branch of Hallows, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.363] [LastEpoch_Hud] Index = 1896, Unique Name = Cradle of the Erased, Type = SHIELD, Classe Req = All
[23:18:38.364] [LastEpoch_Hud] Index = 1897, Unique Name = Cradle of the Erased, Type = SHIELD, Classe Req = Acolyte
[23:18:38.364] [LastEpoch_Hud] Index = 1898, Unique Name = Cradle of the Erased, Type = SHIELD, Classe Req = Mage
[23:18:38.364] [LastEpoch_Hud] Index = 1899, Unique Name = Cradle of the Erased, Type = SHIELD, Classe Req = Primalist
[23:18:38.364] [LastEpoch_Hud] Index = 1900, Unique Name = Cradle of the Erased, Type = SHIELD, Classe Req = Rogue
[23:18:38.364] [LastEpoch_Hud] Index = 1901, Unique Name = Cradle of the Erased, Type = SHIELD, Classe Req = Sentinel
[23:18:38.364] [LastEpoch_Hud] Index = 1902, Unique Name = Gathering Fury, Type = BOW, Classe Req = All
[23:18:38.364] [LastEpoch_Hud] Index = 1903, Unique Name = Gathering Fury, Type = BOW, Classe Req = Acolyte
[23:18:38.365] [LastEpoch_Hud] Index = 1904, Unique Name = Gathering Fury, Type = BOW, Classe Req = Mage
[23:18:38.365] [LastEpoch_Hud] Index = 1905, Unique Name = Gathering Fury, Type = BOW, Classe Req = Primalist
[23:18:38.365] [LastEpoch_Hud] Index = 1906, Unique Name = Gathering Fury, Type = BOW, Classe Req = Rogue
[23:18:38.365] [LastEpoch_Hud] Index = 1907, Unique Name = Gathering Fury, Type = BOW, Classe Req = Sentinel
[23:18:38.365] [LastEpoch_Hud] Index = 1908, Base Name = Silver Crescent, Type = TWO_HANDED_AXE, Classe Req = All
[23:18:38.365] [LastEpoch_Hud] Index = 1909, Base Name = Silver Crescent, Type = TWO_HANDED_AXE, Classe Req = Acolyte
[23:18:38.365] [LastEpoch_Hud] Index = 1910, Base Name = Silver Crescent, Type = TWO_HANDED_AXE, Classe Req = Mage
[23:18:38.365] [LastEpoch_Hud] Index = 1911, Base Name = Silver Crescent, Type = TWO_HANDED_AXE, Classe Req = Primalist
[23:18:38.365] [LastEpoch_Hud] Index = 1912, Base Name = Silver Crescent, Type = TWO_HANDED_AXE, Classe Req = Rogue
[23:18:38.366] [LastEpoch_Hud] Index = 1913, Base Name = Silver Crescent, Type = TWO_HANDED_AXE, Classe Req = Sentinel
[23:18:38.366] [LastEpoch_Hud] Index = 1914, Base Name = Old Kite Shield, Type = SHIELD, Classe Req = All
[23:18:38.366] [LastEpoch_Hud] Index = 1915, Base Name = Old Kite Shield, Type = SHIELD, Classe Req = Acolyte
[23:18:38.366] [LastEpoch_Hud] Index = 1916, Base Name = Old Kite Shield, Type = SHIELD, Classe Req = Mage
[23:18:38.366] [LastEpoch_Hud] Index = 1917, Base Name = Old Kite Shield, Type = SHIELD, Classe Req = Primalist
[23:18:38.366] [LastEpoch_Hud] Index = 1918, Base Name = Old Kite Shield, Type = SHIELD, Classe Req = Rogue
[23:18:38.366] [LastEpoch_Hud] Index = 1919, Base Name = Old Kite Shield, Type = SHIELD, Classe Req = Sentinel
[23:18:38.366] [LastEpoch_Hud] Index = 1920, Unique Name = Abacus Rod, Type = WAND, Classe Req = All
